column	type	label	min	max
Alcohol_Consume_High_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for alcohol consumption - heavy 1-10 years prior to index date	10989	21433
Alcohol_Consume_NA_lt10	numeric	Flag: Ever have a MEDCODE for alcohol consumption - level unknown 1-10 years prior to index date	0	1
Alcohol_Consume_NA_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for alcohol consumption - level unknown 1-10 years prior to index date	10593	21430
MaleConditions_lt10	numeric	Flag: Ever have a MEDCODE for male conditions 1-10 years prior to index date	0	1
MaleConditions_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for male conditions 1-10 years prior to index date	9862	21173
MaleConditions_ED_lt10	numeric	Flag: Ever have a MEDCODE for erectile dysfunction 1-10 years prior to index date	0	1
MaleConditions_ED_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for erectile dysfunction 1-10 years prior to index date	11934	21224
MaleConditions_BPH_lt10	numeric	Flag: Ever have a MEDCODE for benign prostate hyperplasia 1-10 years prior to index date	0	1
MaleConditions_BPH_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for benign prostate hyperplasia 1-10 years prior to index date	9862	21124
Keratosis_lt10	numeric	Flag: Ever have a MEDCODE for keratosis 1-10 years prior to index date	0	1
Keratosis_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for keratosis 1-10 years prior to index date	10958	21251
IBS_lt10	numeric	Flag: Ever have a MEDCODE for IBS 1-10 years prior to index date	0	1
IBS_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for IBS 1-10 years prior to index date	10196	21035
FemaleConditions_lt10	numeric	Flag: Ever have a MEDCODE for female conditions 1-10 years prior to index date	0	1
FemaleConditions_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for female conditions 1-10 years prior to index date	9862	21300
InfectInflam_AI_Lupus_lt10	numeric	Flag: Ever have a MEDCODE for Lupus 1-10 years prior to index date	0	1
InfectInflam_AI_Lupus_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Lupus 1-10 years prior to index date	11248	19463
InfectInflam_AI_IDP_lt10	numeric	Flag: Ever have a MEDCODE for IDP 1-10 years prior to index date	0	1
InfectInflam_AI_IDP_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for IDP 1-10 years prior to index date	13149	17778
InfectInflam_AI_oth2_lt10	numeric	Flag: Ever have a MEDCODE for AI other 1-10 years prior to index date	0	1
InfectInflam_AI_oth2_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for AI other 1-10 years prior to index date	9862	20948
InfectInflam_AI_Alo_lt10	numeric	Flag: Ever have a MEDCODE for Alopecia 1-10 years prior to index date	0	1
InfectInflam_AI_Alo_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Alopecia 1-10 years prior to index date	12054	20822
InfectInflam_AI_PolyR_lt10	numeric	Flag: Ever have a MEDCODE for Polymylagia rheumatica 1-10 years prior to index date	0	1
InfectInflam_AI_PolyR_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Polymylagia rheumatica 1-10 years prior to index date	10914	20580
InfectInflam_AI_Rose_lt10	numeric	Flag: Ever have a MEDCODE for Rosacea 1-10 years prior to index date	0	1
InfectInflam_AI_Rose_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Rosacea 1-10 years prior to index date	10972	21467
InfectInflam_GI_Dys_lt10	numeric	Flag: Ever have a MEDCODE for Dyspepsia 1-10 years prior to index date	0	1
InfectInflam_GI_Dys_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Dyspepsia 1-10 years prior to index date	9862	21054
InfectInflam_GI_Ulc_lt10	numeric	Flag: Ever have a MEDCODE for Ulcer 1-10 years prior to index date	0	1
InfectInflam_GI_Ulc_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Ulcer 1-10 years prior to index date	9862	20774
InfectInflam_GI_Other_lt10	numeric	Flag: Ever have a MEDCODE for GI Other 1-10 years prior to index date	0	1
InfectInflam_GI_Other_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for GI Other 1-10 years prior to index date	9862	20590
InfectInflam_GI_Gastr_lt10	numeric	Flag: Ever have a MEDCODE for Gastritis 1-10 years prior to index date	0	1
InfectInflam_GI_Gastr_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Gastritis 1-10 years prior to index date	10227	21216
InfectInflam_GI_Ose_lt10	numeric	Flag: Ever have a MEDCODE for Oseophagitis 1-10 years prior to index date	0	1
InfectInflam_GI_Ose_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Oseophagitis 1-10 years prior to index date	9862	20495
InfectInflam_GI_Inf_lt10	numeric	Flag: Ever have a MEDCODE for GI Infectious 1-10 years prior to index date	0	1
InfectInflam_GI_Inf_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for GI Infectious 1-10 years prior to index date	10743	20745
InfectInflam_GI_Chol_lt10	numeric	Flag: Ever have a MEDCODE for Cholecystitis 1-10 years prior to index date	0	1
InfectInflam_GI_Chol_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Cholecystitis 1-10 years prior to index date	12036	19816
InfectInflam_GI_IChol_lt10	numeric	Flag: Ever have a MEDCODE for Infectious Cholecystitis 1-10 years prior to index date	0	1
InfectInflam_GI_IChol_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Infectious Cholecystitis 1-10 years prior to index date	10227	20962
InfectInflam_GI_GERD_lt10	numeric	Flag: Ever have a MEDCODE for GERD 1-10 years prior to index date	0	1
InfectInflam_GI_GERD_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for GERD 1-10 years prior to index date	10644	21278
InfectInflam_GI_HP_lt10	numeric	Flag: Ever have a MEDCODE for HP 1-10 years prior to index date	0	1
InfectInflam_GI_HP_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for HP 1-10 years prior to index date	12419	20097
InfectInflam_GI_NIIGC_lt10	numeric	Flag: Ever have a MEDCODE for NIIGC 1-10 years prior to index date	0	1
InfectInflam_GI_NIIGC_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for NIIGC 1-10 years prior to index date	11960	20411
InfectInflam_GI_Aden_lt10	numeric	Flag: Ever have a MEDCODE for Adenitis 1-10 years prior to index date	0	1
InfectInflam_GI_Aden_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Adenitis 1-10 years prior to index date	14735	17988
InfectInflam_GI_Calc_lt10	numeric	Flag: Ever have a MEDCODE for Calculus 1-10 years prior to index date	0	1
InfectInflam_GI_Calc_lt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Calculus 1-10 years prior to index date	10975	18771
NMSC_UNKNOWN_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for NMSC unknown 1-10 years prior to index date	12419	19564
NMSC_UNKNOWN_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for NMSC unknown 1-10 years prior to index date	0	1
HealthyDiet_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for healthy diet 1-10 years prior to index date	11014	20884
HealthyDiet_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for healthy diet 1-10 years prior to index date	0	1
HighExercise_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for high exercise  1-10 years prior to index date	11994	17084
HighExercise_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for high exercise  1-10 years prior to index date	0	1
FHCancer_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for family history of cancer 1-10 years prior to index date	14511	17881
FHCancer_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for family history of cancer 1-10 years prior to index date	0	1
InfectInflam_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for infections and inflammation 1-10 years prior to index date	9862	21280
InfectInflam_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for infections and inflammation 1-10 years prior to index date	0	1
InfectInflam_Pneum_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for pneumonia 1-10 years prior to index date	12054	19291
InfectInflam_Pneum_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for pneumonia 1-10 years prior to index date	0	1
InfectInflam_Heart_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for infections affecting heart 1-10 years prior to index date	12941	14669
InfectInflam_Heart_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for infections affecting heart 1-10 years prior to index date	0	1
InfectInflam_HN_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for infections affecting head and neck 1-10 years prior to index date	9862	20759
InfectInflam_HN_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for infections affecting head and neck 1-10 years prior to index date	0	1
InfectInflam_Menin_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for meningitis 1-10 years prior to index date	Inf	-Inf
InfectInflam_Menin_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for meningitis 1-10 years prior to index date	0	0
InfectInflam_Hep_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for hepatitis 1-10 years prior to index date	16925	16925
InfectInflam_Hep_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for hepatitis 1-10 years prior to index date	0	1
InfectInflam_TB_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for tuberculosis 1-10 years prior to index date	14833	14833
InfectInflam_TB_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for tuberculosis 1-10 years prior to index date	0	1
InfectInflam_Herpes_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for herpes (not zoster) 1-10 years prior to index date	15644	19998
InfectInflam_Herpes_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for herpes (not zoster) 1-10 years prior to index date	0	1
InfectInflam_UT_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for infections affecting urinary tract 1-10 years prior to index date	10686	21090
InfectInflam_UT_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for infections affecting urinary tract 1-10 years prior to index date	0	1
InfectInflam_GI_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for infections affecting GI tract 1-10 years prior to index date	9862	20880
InfectInflam_GI_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for infections affecting GI tract 1-10 years prior to index date	0	1
InfectInflam_GI_Diver_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for diverticula 1-10 years prior to index date	10227	20802
InfectInflam_GI_Diver_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for diverticula 1-10 years prior to index date	0	1
InfectInflam_GI_Haem_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for haemorrhoids 1-10 years prior to index date	10741	19964
InfectInflam_GI_Haem_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for haemorrhoids 1-10 years prior to index date	0	1
InfectInflam_OBGYN_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for OBGYN-associated infections 1-10 years prior to index date	11037	19941
InfectInflam_OBGYN_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for OBGYN-associated infections 1-10 years prior to index date	0	1
InfectInflam_Limb_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for infections affecting limbs 1-10 years prior to index date	11171	19911
InfectInflam_Limb_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for infections affecting limbs 1-10 years prior to index date	0	1
InfectInflam_Skin_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for infections affecting skin 1-10 years prior to index date	10643	20723
InfectInflam_Skin_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for infections affecting skin 1-10 years prior to index date	0	1
InfectInflam_Bone_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for infections affecting bones and soft tissue 1-10 years prior to index date	14515	16982
InfectInflam_Bone_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for infections affecting bones and soft tissue 1-10 years prior to index date	0	1
InfectInflam_Septi_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for septicaemia 1-10 years prior to index date	16418	17772
InfectInflam_Septi_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for septicaemia 1-10 years prior to index date	0	1
InfectInflam_Enceph_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for encephalitis 1-10 years prior to index date	12841	12841
InfectInflam_Enceph_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for encephalitis 1-10 years prior to index date	0	1
InfectInflam_Flu_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for influenza 1-10 years prior to index date	10567	18098
InfectInflam_Flu_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for influenza 1-10 years prior to index date	0	1
InfectInflam_Malaria_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for malaria 1-10 years prior to index date	12576	19744
InfectInflam_Malaria_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for malaria 1-10 years prior to index date	0	1
InfectInflam_Shingles_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for shingles 1-10 years prior to index date	12394	19904
InfectInflam_Shingles_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for shingles 1-10 years prior to index date	0	1
InfectInflam_Dental_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for dental issues 1-10 years prior to index date	15676	18477
InfectInflam_Dental_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for dental issues 1-10 years prior to index date	0	1
InfectInflam_Resp_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for respiratory infections 1-10 years prior to index date	10871	20482
InfectInflam_Resp_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for respiratory infections 1-10 years prior to index date	0	1
InfectInflam_UResp_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for upper respiratory infections 1-10 years prior to index date	9862	20384
InfectInflam_UResp_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for upper respiratory infections 1-10 years prior to index date	0	1
InfectInflam_Arthrit_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for arthritis 1-10 years prior to index date	11148	19514
InfectInflam_Arthrit_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for arthritis 1-10 years prior to index date	0	1
InfectInflam_Gout_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for gout 1-10 years prior to index date	11086	21033
InfectInflam_Gout_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for gout 1-10 years prior to index date	0	1
InfectInflam_AI_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for autoimmune conditions 1-10 years prior to index date	10227	20846
InfectInflam_AI_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for autoimmune conditions 1-10 years prior to index date	0	1
InfectInflam_AI_IBD_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for IBD 1-10 years prior to index date	10862	19036
InfectInflam_AI_IBD_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for IBD 1-10 years prior to index date	0	1
InfectInflam_AI_RA_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for rheumatoid arthritis 1-10 years prior to index date	10227	19826
InfectInflam_AI_RA_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for rheumatoid arthritis 1-10 years prior to index date	0	1
InfectInflam_AI_Psor_alt_lt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for psoriasis 1-10 years prior to index date	10855	20846
InfectInflam_AI_Psor_alt_lt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for psoriasis 1-10 years prior to index date	0	1
